"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"1",4.30315949500956,4.05407706812614,9.34919087811004,8.13051934151759,9.26193240177794,8.53267500115835,10.8337500499418,10.5965526493881,9.55900811082366,9.52672953215211,12.4542493818728,15.1890072391261,15.0523570297405,17.9632133990917,17.9467049297452,17.7965816182054,22.3851050567745,21.3107203013207,19.4543783080633
"2",8.23811884460307,8.16839296070297,8.45742627869135,7.81060348732384,8.68629794675197,9.19726505861459,9.83737030505584,11.6630730988232,10.8747040006766,10.1625186024185,11.0210491700649,10.1346856781053,11.5831957705149,12.2465327055777,12.8171760216958,14.2770463145475,14.0372781618588,16.0771949246325,17.1925571071023
"3",11.0917773811884,11.1000594598947,11.2134189132173,11.4703260016696,11.4165748587968,11.0124910804467,10.2106449822379,12.0219477913429,12.7385199633945,11.4680408968748,11.4834816598505,10.4507396340409,11.7227727137675,11.7071973353919,11.8039786190143,12.726045662322,14.2447874665737,12.9872319308238,12.7499327465354
"4",9.04299689338357,9.05705824928721,9.52905285947777,10.1855238549924,10.8638559659439,10.2095568053704,10.5322851879546,10.8672435932477,11.7791167383441,11.5526007043023,11.1173083801373,11.6928263003268,11.6500815193255,12.0846626673713,12.4619955979979,12.0007806828321,12.4582833406829,12.6230749337407,11.9853734720933
"5",2.067387137286,2.06791185768508,3.7089127334989,5.5884202510532,7.00456222727408,8.02454881783512,9.44466430647893,8.51881804560474,9.74968196114386,10.7389203868117,10.5528499680119,11.291917374755,10.9397120400205,8.90888476061825,10.3455531536889,10.2148128759549,11.1725609057374,12.7722451942273,12.948980152945
"6",2.11616762509087,2.10693911081216,2.23225376256559,3.39469972243091,4.34017516563617,5.46282321241084,6.48757830725507,7.64800798326432,8.25053127022231,7.42182449363873,6.15620663682117,7.12694001756506,6.61988315466148,8.32969579456938,9.15198833972478,9.36136205129336,9.44409733481674,10.3532542635616,11.1381242490189
"7",-6.82692180580343,-6.84117778139413,-4.05574167533944,-4.23514479862975,-2.29798174908214,-0.510779001477875,0.255425739504761,2.60476769557542,3.66615166462454,3.08640755608958,3.36471044440042,3.22695555436104,5.15255010999426,5.83196262543187,7.69939690027791,8.92598742515616,7.98829732938461,7.75858104077158,8.99854689362149
"8",5.197468438099,5.18839533184928,4.0094353758693,3.08866531853179,1.13633986037895,1.43926715715182,1.28692357501366,2.50100141893766,2.46010129034654,5.06118890007352,5.16178091801827,4.73544668891769,5.49311569079263,4.80511174002735,6.29175161642518,7.00651272631504,7.51964948687382,9.44790069682509,9.72311843756183
"9",2.20559851939981,2.20172551991847,2.43554548818189,2.66946098821707,3.15629856147416,3.25566947013708,3.0320678474218,2.86314670813309,2.98528728743207,3.96837122873373,4.6583593572799,6.10379090171036,5.85997075071465,5.97355690107972,6.01914572102672,5.6847460183629,6.5630461500535,7.42010920748029,7.9437428006908
"10",5.26250908850549,5.25006830170299,3.83760677070155,3.62089742141984,4.22065599708496,3.18277549306972,3.33512033551216,2.15575665809934,2.55965474988594,0.654436961258924,1.59102009998734,2.09611658692892,2.43956814968608,3.20333353997151,2.53573560395219,3.37277583138243,3.73745557768935,4.41547847098097,4.59486251916864
